Indian Port,Cush,BE_NO,BE_DATE,CTH,ITEM,GRADE,QTY,UQC,UNIT_VALUE_INR,InvoiceUnitPriceFC,Invoice_Currency,TOTAL_VALUE,UPI,Total_Duty_Paid,IEC,IMPORTER,ADDRESS,CITY,Supp_Name,Supp_Address,CHA_NAME,Port_Of_Shipment,COUNTRY
Jnpt,Innsa1,15,2025-10-09,29415000,Azithromycin Amine (Having Purity Nmt 94) Azithromycin Amine (Having Purity Nmt 94),USP,380.7,Kg,11036.3,123,Usd,81469.05,,1479157.25,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co. ,Ltdjianghe Integration Green Intellige Industrial Zone, Xinli Village Zhongxinhe Town, Qiezihe District Cnchina",29,Shanghai,China
Bangalore,Inblr4,8134663,2025-02-02,29419090,Phr1088-1G Azithromycin (For Lab Purpose) Phr1088-1G Azithromycin (For Lab Purpose),USP,4,Nos,6891.02,6891.02,Inr,27564.1,,7644.9,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Aldrich Chemical Co Llc,"6000 North Teutonia Ave.Milwaukee, Wi 53209,Usa Milwaukee, United Stat Es United States",29,"Chicago, Il",China
Jnpt,Innsa1,0,2026-01-17,29419090,Azithromycin Usp (Azithromycin Dihydrate Usp) Azithromycinusp (Azithromycin Dihydrate Usp),USP,384.97,Kg,12403,136,Usd,10542720,,0,5206012513,Globela Pharma Pvt Ltd,"357, G.I.D.C. Sachin Road No.3,",Surat/Gujarat,Zhejiang Hengdian Apeloa Import And Export Co Ltd,"Zhejiang Hengdian Apeloa Imp. & Exp. Co., Ltd13F, T1, Hengdian Center, No. 136 F Uchun Road, Shangcheng District, Ha Ngzhou, China Chinachina",29,Shanghai,China
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,387.75,Kg,12096,140,Usd,80172.29,,16222.9,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,710,2025-10-03,29419090,Azithromycin Ip Azithromycin Ip,IP,388,Kg,11905.3,136.84,Usd,68421.25,,1650967.25,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza, Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limitedoffice F, 32/F, Plaza 88 No, 88 Yeu Ng Uk Road Tsuen Wan, Nt Hong Kong Tsuen, , Hong Kong Hong Konghong Kong",29,Shanghai,China
Jnpt,Innsa1,15,2025-10-09,29415000,Azithromycin Amine (Having Purity Nmt 94) Azithromycin Amine (Having Purity Nmt 94),USP,389,Kg,11036.3,123,Usd,56567.7,,1027046.81,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co. ,Ltdjianghe Integration Green Intellige Industrial Zone, Xinli Village Zhongxinhe Town, Qiezihe District Cnchina",29,Shanghai,China
Ahmedabad Air Cargo Complex,Inamd4,0,2026-01-17,29419090,Azithromycin Amine (Pharmaceutical Raw Material)-(Not For Medicine Use)Azithromycin Amine (Pharmaceutical Raw Material)-(Not For Me,USP,390,Kg,11325,122,Usd,21369134,,0,3498003259,Envee Drugs Pvt Ltd,"N.H. No.8, B/H. K. Manibhai Godown Dumral, Tal. Nadiad",Dist. Kheda (Gujarat),Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltdpacific Road No.1,Nuanquan Economic Zone,Helan County, Yinchuan, Ningxia Chinachina",29,Beijing,China
Bombay Air Cargo,Inbom4,0,2026-01-02,29415000,Azithromycin Monohydrate Azithromycin Monohydrate,USP,392.48,Kg,63560,700,Usd,2796640,,0,0392072823,Sun Pharmaceutical Industries Ltd,"Acme Plaza, Andheri Kurla Road, Andheri East","Mumbai, Maharashtra.",Tapi Nl Bv,Tapi Nl B.Vpiet Heinkade 55 1019 Gm Amsterdam Sdnf Nlnetherlands,29,Zagreb,Croatia
Bombay Air Cargo,Inbom4,0,2026-01-09,29419090,Azithromycin Dihydrate Usp Azithromycin Dihydrate Usp,USP,400,Kg,14437,159,Usd,1325335,,0,0391156853,Lupin Ltd,"159, C.S.T. Road, Kalina, Santacruz (E)","Mumbai,Maharashtra",Cspc Ouyi Pharmaceutical Co Ltd,"Cspc Ouyi Pharmaceutical Co Ltdno.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2026-01-09,29419090,Azithromycin Dihydrate Usp Azithromycin Dihydrate Usp,USP,400,Kg,14437,159,Usd,385473.25,,0,0391156853,Lupin Ltd,"159, C.S.T. Road, Kalina, Santacruz (E)","Mumbai,Maharashtra",Cspc Ouyi Pharmaceutical Co Ltd,"Cspc Ouyi Pharmaceutical Co Ltdno.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2026-01-09,29419090,Azithromycin Dihydrate Usp Azithromycin Dihydrate Usp,USP,400,Kg,14437,159,Usd,2693981.5,,0,0391156853,Lupin Ltd,"159, C.S.T. Road, Kalina, Santacruz (E)","Mumbai,Maharashtra",Cspc Ouyi Pharmaceutical Co Ltd,"Cspc Ouyi Pharmaceutical Co Ltdno.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2026-01-02,29415000,Azithromycin Monohydrate Azithromycin Monohydrate,USP,425,Kg,63560,700,Usd,972468,,0,0392072823,Sun Pharmaceutical Industries Ltd,"Acme Plaza, Andheri Kurla Road, Andheri East","Mumbai, Maharashtra.",Tapi Nl Bv,Tapi Nl B.Vpiet Heinkade 55 1019 Gm Amsterdam Sdnf Nlnetherlands,29,Zagreb,Croatia
Bombay Air Cargo,Inbom4,0,2026-01-09,29419090,Azithromycin Dihydrate Usp Azithromycin Dihydrate Usp,USP,441.78,Kg,14437,159,Usd,5774.88,,0,0391156853,Lupin Ltd,"159, C.S.T. Road, Kalina, Santacruz (E)","Mumbai,Maharashtra",Cspc Ouyi Pharmaceutical Co Ltd,"Cspc Ouyi Pharmaceutical Co Ltdno.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China Chinachina",29,Shanghai,China
Bombay Air Cargo,Inbom4,0,2026-01-02,29415000,Azithromycin Monohydrate Azithromycin Monohydrate,USP,443,Kg,63560,700,Usd,15298892,,0,0392072823,Sun Pharmaceutical Industries Ltd,"Acme Plaza, Andheri Kurla Road, Andheri East","Mumbai, Maharashtra.",Tapi Nl Bv,Tapi Nl B.Vpiet Heinkade 55 1019 Gm Amsterdam Sdnf Nlnetherlands,29,Zagreb,Croatia
Bombay Air Cargo,Inbom4,0,2026-01-09,29419090,Azithromycin Dihydrate Usp Azithromycin Dihydrate Usp,USP,459.9,Kg,14437,159,Usd,14357795,,0,0391156853,Lupin Ltd,"159, C.S.T. Road, Kalina, Santacruz (E)","Mumbai,Maharashtra",Cspc Ouyi Pharmaceutical Co Ltd,"Cspc Ouyi Pharmaceutical Co Ltdno.88 Yangzi Road, Economic And Tec Hnological Development Zone, Shijia Zhuang, Hebei, China Chinachina",29,Shanghai,China
Bombay,Inbom4,2211009,2025-05-22,29419090,Y0000307 Azithromycin Impurity A Crs 1 Vial(S) Per Sales Unit ; 10 Mg Per Vialy0000307 Azithromycin Impurity A Crs 1 Vial(S) Per Sales Uni,USP,2,Nos,7950.32,79,Eur,15900.65,,4410,0389021601,Anuh Pharma Ltd,3-A Shiv Sagar Estate North Wing Dr. Annie Besant Road Worli,"Bombay ,Maharashtra",Edqm Council Of Europe,"The Quality Of Medicines & Healthc Are)7 Allee Kastner Cs 30026F-67081 Strasbourgstrasbourg,,France France",29,Strasbourg,France
Bombay,Inbom4,2211009,2025-05-22,29419090,"Y0000641 Azithromycin For System Suitability Crs 1 Vial(S) Per Sales Unit ; 0,05 Mg Per Vialy0000641 Azithromycin For System Suitability Crs 1 Vial(S) P",USP,4,Nos,7950.32,79,Eur,31801.3,,8820.1,0389021601,Anuh Pharma Ltd,3-A Shiv Sagar Estate North Wing Dr. Annie Besant Road Worli,"Bombay ,Maharashtra",Edqm Council Of Europe,"The Quality Of Medicines & Healthc Are)7 Allee Kastner Cs 30026F-67081 Strasbourgstrasbourg,,France France",29,Strasbourg,France
Jnpt,Innsa1,2195433,2025-05-21,29415000,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,460.36,Kg,12096,140,Usd,356928.78,,72224.6,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Jnpt,Innsa1,2251440,2025-05-24,29419090,Azithromycin Usp/Ip Azithromycin Usp/Ip,USP,468.75,Kg,12096,140,Usd,359251.19,,72694.5,0895001390,Cadila Pharmaceuticals Ltd,Cadila Corporate Campus Sarkhej Dholka Road Bhat,"Ahmedabad, Gujarat",Zhejiang Guobang Pharmaceutical Co Ltd,Ltdno.6 Weiwu Road Hangzhou Gulfs Hangyu Economic And Technologicalde Velopment Zone Zhejiang China,29,Shanghai,China
Chennai,Inmaa1,0,2026-01-06,29419090,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,469.48,Kg,12893,142,Usd,5711865,,0,0916913554,Credo Life Sciences Pvt Ltd,"102 Aditya Trade Center,Ameerpet N/A","Hyderabad,Telangana",Zhejiang Guobang Pharmeceutical Co Ltd,"Zhejiang Guobang Pharmeceutical Co.,Ltdno.6,Weiwu Road,Hangzhou Gulf, Shangyu Industrial Zone, Zhejiang,China Cnchina",29,Shanghai,China
Chennai,Inmaa1,0,2026-01-06,29419090,Azithromycin Usp Chemical,USP,470,Kg,15027,165.5,Usd,13148975,,0,2588000011,Aurobindo Pharma Ltd,"Plot No.2, Maitrivihar, Behind Maitrivanam, Ameerpet,",Hyderabad/Andhra Pradesh,Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Limitedoffice F, 32/F Plaza 88 No 88 Yeung Uk Road Tsuen Wan,Nt, Hong Kong Ch Ina, , China Chinachina",29,Shanghai,China
Chennai,Inmaa1,0,2026-01-06,29419090,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,475,Kg,12893,142,Usd,2024295.25,,0,0916913554,Credo Life Sciences Pvt Ltd,"102 Aditya Trade Center,Ameerpet N/A","Hyderabad,Telangana",Zhejiang Guobang Pharmeceutical Co Ltd,"Zhejiang Guobang Pharmeceutical Co.,Ltdno.6,Weiwu Road,Hangzhou Gulf, Shangyu Industrial Zone, Zhejiang,China Cnchina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-06,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,482.28,Kg,11171,123,Usd,20845342,,5781455.5,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-06,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,488.56,Kg,11171,123,Usd,15382655,,0,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-02,29419090,Azithromycin Usp Azithromycin Usp,USP,497.89,Kg,13043,142,Usd,1082585,,0,0396051049,Medico Remedies Ltd,"50, Juhu Supreme Shopping Centre, Gulmohar Cross Road No. 9,","Juhu, Mumbai,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co.Ltd.No.6 Weiwu Road, Hangzhou Gulf, Shangyu Economic And Technological Development Zonezhejiang Chinachina",29,Shanghai,China
Jnpt,Innsa1,2303887,2025-05-27,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,500,Kg,10674.43,123.5,Usd,38961660,,10806017,0388114533,Mehta Api Pvt Ltd,315-318 Janki Centre Pl No.29 Shah Indl Est. Off Veera D. Rd Andheri-W,"Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q China",29,Shanghai,China
Jnpt,Innsa1,0,2025-08-25,29419090,Azithromycin Amine.,USP,500,Kg,10811.7,123,Usd,11352285,,0,3498003259,Envee Drugs Pvt Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-21,29419090,Azithromycin Amine,USP,500,Kg,10902.92,123,Usd,54514612,,0,0389021601,Anuh Pharma Ltd,,,,,29,,China
Jnpt,Innsa1,0,2026-01-06,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,500,Kg,11171,123,Usd,17393460,,3389115.5,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Heilongjiang Lianshun Biotech Co Ltd,"Heilongjiang Lianshun Biotech Co., Ltd.Jianghe Integration Green Intellige Nce Industrial Zone Xinli Village,Z Hongxinhe Town, Qiezihe District, Q Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-30,29415000,Azithromycin Amine (Having Purity Nmt 94%) Azithromycin Amine (Having Purity Nmt 94%),USP,500,Kg,11226.49,123,Usd,59219724,,16424590,0388114533,Mehta Api Pvt Ltd,"315-318,Janki Centre,Pl No.29,Shah Indl Est.,Off Veera D. Rd,Andheri-W","Mumbai, Maharashtra",Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co. Ltd.Pacific Road No.1Nuanquan Economic Zone Helan, County Yinchuan, Ningxi A, China. , , China Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-27,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,500,Kg,11226.8,123,Usd,40865568,,0,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-27,29413090,Azithromycin Amine Having Purity Nmt 94% Azithromycin Amine Having Purity Nmt 94%,USP,500,Kg,11226.8,123,Usd,26495260,,0,0388036591,Mehta Pharmaceutical Industries,"314,Janki Centre,Plot No.29, Shah Indl Est,Off Veera Desai Rd",Andheri(W) Maharashtra,Ningxia Taiyicin Biotech Co Ltd,"Ningxia Taiyicin Biotech Co., Ltd.Pacific Road No. 1, Nuanquan Econom Ic Zone, Helan County,Yinchuan, Nin Gxia, China Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-08-26,29419090,Azithromycin Usp,USP,500,Kg,11803.22,132.75,Usd,17704832,,0,0396051049,Medico Remedies Ltd,,,,,29,,China
Madras Sea,Inmaa4,2232920,2025-05-23,29419019,Azithromycin (Dihydrate) Usp Azithromycin (Dihydrate) Usp,USP,500,Kg,11966.4,138.5,Usd,5983200,,0,0493006176,Caplin Point Laboratories Ltd,Narbavi No.3 Lakshmanan Street T.Nagar,Chennai/Tamilnadu,Sinobright Pharmaceutical Industries Ltd,Office F 32/F Plaza 88 No 88 Yeung Uk Road Tsuen Wan Nt Honkkong Cn,29,Zhengzhou,China
Madras Sea,Inmaa1,2057953,2025-05-15,29419090,Azithromycin Ip Azithromycin Ip,IP,500,Kg,11977,139.92,Usd,2994250,,830455.31,0791011739,Bal Pharma Ltd,5Th Floor Laxmi Narayan Complex 10/1 Palace Road,Bangalore,Zhejiang Guobang Pharmaceutical Co Ltd,"Add: No.6, Weiwu Road, Hangzhou Gul F, Shangyu Industrial Zone, Zhejian G Cn",29,Shanghai,China
Jnpt,Innsa1,2199059,2025-05-21,29415000,Azithromycin Dihydrate Ip/Usp Azithromycin Dihydrate Ip/Usp,USP,500,Kg,12096,140,Usd,6048000,,0,0310049415,Innova Captab Ltd,172-177 Tirupati Bhavan Rsc-1A Gorai-1 Borivali[W],Mumbai Maharashtra,Mdnf,Nf,29,Xingang (China),China
Madras Sea,Inmaa1,2354291,2025-05-29,29419090,Azithromycin Dihydrate Ip/Usp Azithromycin Dihydrate Ip/Usp,USP,500,Kg,12096,140,Usd,6048000,,1223812.75,0988002833,Dr Reddy S Laboratories Ltd,H.No. 8-2-337 Beside Tv9 Office Road No.3 Banjara Hills,"Hyderabad,Telangana",Zhejiang Guobang Pharmaceutical Co Ltd,"No.6, Weiwu Road, Hangzhou Gulf, Shan Gyu Industrial Zone Zhejiang , China , , China China",29,Shanghai,China
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Ip,IP,500,Kg,12140.43,137,Usd,36421296,,0,0309064830,Sun Rise Enterprises,,,,,29,,China
Jnpt,Innsa1,0,2025-08-21,29419090,Azithromycin Ip,IP,500,Kg,12232.26,138,Usd,24464524,,0,0388114533,Mehta Api Pvt Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Usp43,USP,500,Kg,12236.1,138,Usd,24472206,,0,0396013325,Surmount Laboratories Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-23,29419090,Azithromycin Ip/Usp,USP,500,Kg,12310.64,140,Usd,18465956,,0,Aagcd6581N,Dpb Pharmaceuticals Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Ip,IP,500,Kg,12321.31,139,Usd,61606528,,0,0389021601,Anuh Pharma Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Ip/Usp,USP,500,Kg,12404,140,Usd,12404000,,0,Advfs5201P,Shah C J World Llp,,,,,29,,China
Jnpt,Innsa1,0,2025-08-18,29419090,Azithromycin Ip / Usp,USP,500,Kg,12404,140,Usd,62020000,,0,0389021601,Anuh Pharma Ltd,,,,,29,,China
Jnpt,Innsa1,0,2025-08-20,29419090,Azithromycin Ep11/Usp43/Ip2022,USP,500,Kg,12404,140,Usd,9303000,,0,0390002518,Shalina Laboratories Pvt Ltd,,,,,29,,China
Bombay Air Cargo,Inbom4,0,2025-08-23,29419090,Azithromycin (Usp),USP,500,Kg,12560.91,142.9,Usd,1318896,,0,0388030461,Fdc Ltd,,,,,29,,China
Bangalore,Inblr4,3233778,2025-07-12,29349990,Phr2781-50Mg Azithromycin Related Compound F (Laboratory Chemicals)Phr2781-50Mg Azithromycin Related Compound F (Laboratory Che,USP,1,Nos,39962.06,39962.06,Inr,39962.06,,11083.5,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9470 Switzer Land Buchs, , Switzerland Sdnf Switzerland",29,"Chicago, Il",China
Bangalore,Inblr4,3233778,2025-07-12,29349990,Phr3759-50Mg N-Demethylazithromycin (Laboratory Chemicals) Phr3759-50Mg N-Demethylazithromycin (Laboratory Chemicals),USP,1,Nos,35209.81,35209.81,Inr,35209.81,,9765.4,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9470 Switzer Land Buchs, , Switzerland Sdnf Switzerland",29,"Chicago, Il",United States
Jnpt,Innsa1,0,2025-08-20,29419090,Azithromycin,USP,500,Kg,12613.92,138,Usd,37841768,,0,2205001353,Scott Edil Pharmacia Ltd,,,,,29,,China
Jnpt,Innsa1,0,2026-01-02,29419090,Azithromycin Ip Azithromycin Ip,IP,500,Kg,12715,140,Usd,63575944,,17632788,0395063981,Aquatic Remedies Ltd,"218/219, 2Nd Floor,Kailash Plaza, Opp.Odeon Cinema, Vallabh Baug Lane","Ghatkopar East,Mumbai, Maharasthra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited..Unit 02, 25/F, Wai Wah Commercial C Entre No.6 Wilmer Street, Sai Ying Pun, Hong Kong, China Hongkong, Hon Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-26,29419090,Azithromycin Ip Azithromycin Ip,IP,500,Kg,12779.41,140,Usd,9021750,,1825551.25,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate, New Link Road, Andheri (W)","Mumbai, Maharashtra",Brilliant Pharmaceutical Ltd,"Brilliant Pharmaceutical Limited..Unit 02,25/F Wai Wah Commercial Cen Tre No.6 Wilmer Street,Sai Ying Pun,Hong Kong Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-05,29415000,Azithromycin Ip Azithromycin Ip,IP,500,Kg,12802,141,Usd,128028000,,25906466,3410006061,Alembic Pharmaceuticals Ltd,Alembic Road Vadodara,Gujarat,Sinobright Pharmaceutical Industries Ltd,"Sinobright Pharmaceutical Industries Ltdoffice F,32/F,Plaza 88 No.88 Y Eung Uk Roadtsuen Wan,Nt,Hong Kong, Sdnf Chinachina",29,Shanghai,China
Bangalore,Inblr4,3522053,2025-07-26,29419090,Y0000306 Azithromycin (Laboratory Chemicals) Y0000306 Azithromycin (Laboratory Chemicals),USP,1,Nos,10688.57,10688.57,Inr,10688.57,,2964.5,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link,Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse-25-Ch 9471 Switzer Land Buchs, Switzerland Sdnf Switzerland",29,N|Rnberg (Nuremberg),France
Jnpt,Innsa1,0,2026-01-03,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,500,Kg,12900,142,Usd,6422931.5,,1299680.25,0308011945,Farmachem Life Pvt Ltd,"501, Swastik Chamber 39 S. V. Rd, Vile Parle (W)",Mumbai,Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co. Ltdno 6 Weiwu Road ,Hangzhou Gulf, Sha Ngyu Industrial Zone,Zhejiang .Chin A Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-03,29419090,Azithromycin Ip/Usp/Ep Azithromycin Ip/Usp/Ep,USP,500,Kg,12900,142,Usd,45178280,,9141825,0308011945,Farmachem Life Pvt Ltd,"501, Swastik Chamber 39 S. V. Rd, Vile Parle (W)",Mumbai,Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co. Ltdno 6 Weiwu Road ,Hangzhou Gulf, Sha Ngyu Industrial Zone,Zhejiang .Chin A Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2025-12-22,29419090,Azithromycin Ip/Usp Azithromycin Ip/Usp,USP,500,Kg,12957.5,142,Usd,12957500,,2621950.25,Advfs5201P,Shah C J World Llp,"57, 5Th Floor, Bajaj Bhavan,,Narim An Point,","Mumbai,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"M/S. Zhejiang Guobang Pharmaceutical Co., Ltdno.6, Weiwu Road, Hangzhou Gulf Shangyu Economic And Technological Development Zone,,Zhejiang, China Cnchina",29,Shanghai,China
Bangalore,Inblr4,0,2026-02-17,29419090,1046056-200Mg Azithromycin [For Further Sale] 1046056-200Mg Azithromycin [For Further Sale],USP,1,Nos,24550.71,24550.71,Inr,24550.71,,6809.1,0703003453,Sigma Aldrich Chemicals Pvt Ltd,"Plot.No.12,Bommasandra-Jigani Link Road,Indl.Area,Anekal Tq,",Bangalore,Sigma Aldrich International Gmbh,"Sigma Aldrich International Gmbhindustriestrasse 25,Ch-9470 Buchs Sdnf Sdnf Switzerlandswitzerland",29,"Chicago, Il",United States
Jnpt,Innsa1,0,2025-12-24,29419090,Azithromycin Usp/Ip Azithromycin Usp/Ip,USP,500,Kg,12957.5,142,Usd,12957500,,2621950.25,0395065895,G C Chemie Pharmie Ltd,"5/C Shree Laxmi Industraial Estate, New Link Road, Andheri (W)","Mumbai, Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co.,Ltd N0.6 Weiwu Road,Hangzhou Gulf Shang Yu Economic And Tech Devel Zo Ne Shangyu City Zhejiang Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-02,29419090,Azithromycin Usp Azithromycin Usp,USP,500,Kg,13043,142,Usd,12938847,,0,0396051049,Medico Remedies Ltd,"50, Juhu Supreme Shopping Centre, Gulmohar Cross Road No. 9,","Juhu, Mumbai,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co.Ltd.No.6 Weiwu Road, Hangzhou Gulf, Shangyu Economic And Technological Development Zonezhejiang Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-02,29419090,Azithromycin Usp Azithromycin Usp,USP,500,Kg,13043,142,Usd,704332.44,,0,0396051049,Medico Remedies Ltd,"50, Juhu Supreme Shopping Centre, Gulmohar Cross Road No. 9,","Juhu, Mumbai,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co.Ltd.No.6 Weiwu Road, Hangzhou Gulf, Shangyu Economic And Technological Development Zonezhejiang Chinachina",29,Shanghai,China
Jnpt,Innsa1,0,2026-01-02,29419090,Azithromycin Usp Azithromycin Usp,USP,500,Kg,13043,142,Usd,4839024.5,,0,0396051049,Medico Remedies Ltd,"50, Juhu Supreme Shopping Centre, Gulmohar Cross Road No. 9,","Juhu, Mumbai,Maharashtra",Zhejiang Guobang Pharmaceutical Co Ltd,"Zhejiang Guobang Pharmaceutical Co.Ltd.No.6 Weiwu Road, Hangzhou Gulf, Shangyu Economic And Technological Development Zonezhejiang Chinachina",29,Shanghai,China
